id,name,family,price
41558,HotPink Shirt,Shirt,88.15
41559,HotPink Shirt,Shirt,91.1
41560,DarkSlateGray Jacket,Jacket,93.72
41561,SlateGray Jacket,Jacket,75.21
41562,Snow Sweatshirt,Sweatshirt,75.97
41563,Gainsboro Sweatshirt,Sweatshirt,77.47
41564,Orange Shirt,Shirt,33.71
41565,PaleGreen Shirt,Shirt,22.54
41566,Azure Sweatshirt,Sweatshirt,76.45
41567,Lime Sweatshirt,Sweatshirt,76.06
41568,IndianRed Sweatshirt,Sweatshirt,53.31
41569,FloralWhite Sweatshirt,Sweatshirt,45.69
41570,IndianRed Sweatshirt,Sweatshirt,93.99
41571,Tomato Shirt,Shirt,86.88
41572,DimGray Shirt,Shirt,26.4
41573,NavajoWhite Sweatshirt,Sweatshirt,45.64
41574,White Jacket,Jacket,71.34
41575,Olive Jacket,Jacket,90.2
41576,Magenta Shirt,Shirt,57.83
41577,LightPink Sweatshirt,Sweatshirt,40.01
41578,Moccasin Sweatshirt,Sweatshirt,58.92
41579,YellowGreen Sweatshirt,Sweatshirt,69.66
41580,Chocolate Shirt,Shirt,83.55
41581,OliveDrab Shirt,Shirt,72.4
41582,RoyalBlue Sweatshirt,Sweatshirt,34.33
41583,Brown Sweatshirt,Sweatshirt,47.5
41584,LimeGreen Jacket,Jacket,43.92
41585,AliceBlue Shirt,Shirt,80.47
41586,MediumTurquoise Shirt,Shirt,43.74
41587,Aqua Sweatshirt,Sweatshirt,47.58
41588,Olive Sweatshirt,Sweatshirt,21.66
41589,PaleGoldenRod Shirt,Shirt,45.06
41590,GreenYellow Sweatshirt,Sweatshirt,54.67
41591,MidnightBlue Sweatshirt,Sweatshirt,87.66
41592,Teal Jacket,Jacket,44.31
41593,LawnGreen Jacket,Jacket,78.9
41594,DarkGreen Sweatshirt,Sweatshirt,20.2
41595,Fuchsia Sweatshirt,Sweatshirt,66.32
41596,ForestGreen Sweatshirt,Sweatshirt,94.54
41597,Wheat Sweatshirt,Sweatshirt,75.54
41598,Cyan Sweatshirt,Sweatshirt,75.87
41599,DarkSlateBlue Sweatshirt,Sweatshirt,36.45
41600,LightGoldenRodYellow Shirt,Shirt,82.85
41601,MediumBlue Shirt,Shirt,74.29
41602,Turquoise Sweatshirt,Sweatshirt,29.59
41603,SlateBlue Shirt,Shirt,38.71
41604,PaleGoldenRod Shirt,Shirt,47.22
41605,Lime Shirt,Shirt,86.91
41606,Brown Shirt,Shirt,23.29
41607,Aqua Sweatshirt,Sweatshirt,97.54
41608,Silver Shirt,Shirt,59.83
41609,MediumAquaMarine Shirt,Shirt,72.7
41610,Bisque Shirt,Shirt,79.36
41611,Plum Shirt,Shirt,73.52
41612,OliveDrab Sweatshirt,Sweatshirt,97.61
41613,PaleGoldenRod Sweatshirt,Sweatshirt,77.71
41614,ForestGreen Sweatshirt,Sweatshirt,96.45
41615,PaleTurquoise Shirt,Shirt,93.66
41616,DarkOliveGreen Shirt,Shirt,58.74
41617,DeepPink Shirt,Shirt,29.42
41618,Blue Shirt,Shirt,80.12
41619,AntiqueWhite Sweatshirt,Sweatshirt,56.7
41620,Purple Jacket,Jacket,96.34
41621,SkyBlue Sweatshirt,Sweatshirt,85.58
41622,Sienna Shirt,Shirt,69.62
41623,LightCyan Shirt,Shirt,67.85
41624,LimeGreen Shirt,Shirt,56.95
41625,SeaGreen Jacket,Jacket,27.56
41626,LightSteelBlue Shirt,Shirt,85.08
41627,Red Shirt,Shirt,54.96
41628,DarkViolet Shirt,Shirt,69.02
41629,MediumSpringGreen Shirt,Shirt,52.4
41630,DeepPink Jacket,Jacket,20.38
41631,Blue Shirt,Shirt,38.64
41632,PaleVioletRed Sweatshirt,Sweatshirt,86.33
41633,SeaGreen Sweatshirt,Sweatshirt,21.69
41634,Sienna Shirt,Shirt,90.64
41635,Fuchsia Sweatshirt,Sweatshirt,60.82
41636,MediumSeaGreen Jacket,Jacket,25.95
41637,DarkCyan Jacket,Jacket,40.24
41638,LemonChiffon Shirt,Shirt,90.09
41639,Tomato Sweatshirt,Sweatshirt,90.11
41640,Pink Sweatshirt,Sweatshirt,74.29
41641,DarkTurquoise Jacket,Jacket,26.46
41642,PaleTurquoise Sweatshirt,Sweatshirt,88.08
41643,GreenYellow Jacket,Jacket,80.73
41644,WhiteSmoke Sweatshirt,Sweatshirt,80.33
41645,DarkOliveGreen Shirt,Shirt,66.32
41646,MistyRose Sweatshirt,Sweatshirt,50.44
41647,Lavender Shirt,Shirt,89.64
41648,Purple Jacket,Jacket,67.78
41649,NavajoWhite Sweatshirt,Sweatshirt,87.71
41650,PowderBlue Shirt,Shirt,29.21
41651,LightSlateGray Sweatshirt,Sweatshirt,24.77
41652,Navy Shirt,Shirt,32.56
41653,Crimson Shirt,Shirt,96.74
41654,LightSteelBlue Sweatshirt,Sweatshirt,28.68
41655,DarkMagenta Shirt,Shirt,79.09
41656,YellowGreen Sweatshirt,Sweatshirt,56.88
41657,MediumPurple Jacket,Jacket,64.93
41658,SlateBlue Sweatshirt,Sweatshirt,89.73
41659,DarkOrange Sweatshirt,Sweatshirt,99.96
41660,MediumSlateBlue Sweatshirt,Sweatshirt,31.45
41661,MediumTurquoise Shirt,Shirt,99.03
41662,ForestGreen Jacket,Jacket,32.15
41663,YellowGreen Sweatshirt,Sweatshirt,24.06
41664,Crimson Sweatshirt,Sweatshirt,81.4
41665,IndianRed Shirt,Shirt,80.91
41666,Green Sweatshirt,Sweatshirt,84.99
41667,OldLace Shirt,Shirt,26.02
41668,LemonChiffon Shirt,Shirt,69.16
41669,Navy Jacket,Jacket,71.73
41670,Gold Sweatshirt,Sweatshirt,54.76
41671,ForestGreen Shirt,Shirt,88.4
41672,Gray Jacket,Jacket,57.83
41673,DarkBlue Sweatshirt,Sweatshirt,52.37
41674,DimGray Jacket,Jacket,21.63
41675,SlateBlue Sweatshirt,Sweatshirt,99.86
41676,Tan Sweatshirt,Sweatshirt,27.0
41677,Violet Sweatshirt,Sweatshirt,71.81
41678,LightGoldenRodYellow Sweatshirt,Sweatshirt,97.23
41679,Salmon Jacket,Jacket,89.86
41680,Pink Shirt,Shirt,76.17
41681,YellowGreen Sweatshirt,Sweatshirt,54.45
41682,DarkViolet Jacket,Jacket,38.38
41683,MediumTurquoise Jacket,Jacket,77.15
41684,Black Shirt,Shirt,37.83
41685,AliceBlue Shirt,Shirt,91.28
41686,OrangeRed Shirt,Shirt,42.81
41687,LightSlateGray Shirt,Shirt,36.79
41688,SaddleBrown Shirt,Shirt,80.31
41689,LimeGreen Sweatshirt,Sweatshirt,22.87
41690,ForestGreen Sweatshirt,Sweatshirt,27.12
41691,WhiteSmoke Shirt,Shirt,34.94
41692,MediumTurquoise Shirt,Shirt,75.76
41693,DarkViolet Jacket,Jacket,81.41
41694,DarkGreen Shirt,Shirt,40.1
41695,Indigo Shirt,Shirt,47.87
41696,BurlyWood Jacket,Jacket,40.83
41697,PaleGreen Shirt,Shirt,82.34
41698,Black Shirt,Shirt,96.7
41699,RosyBrown Shirt,Shirt,38.27
41700,SlateBlue Shirt,Shirt,52.71
41701,DarkOrange Shirt,Shirt,25.76
41702,Aquamarine Sweatshirt,Sweatshirt,93.86
41703,LightSeaGreen Shirt,Shirt,41.33
41704,Black Sweatshirt,Sweatshirt,89.89
41705,MediumBlue Sweatshirt,Sweatshirt,53.83
41706,LightSalmon Shirt,Shirt,34.8
41707,IndianRed Jacket,Jacket,93.19
41708,Red Shirt,Shirt,58.34
41709,DarkGoldenRod Sweatshirt,Sweatshirt,97.03
41710,DarkOliveGreen Jacket,Jacket,68.6
41711,MistyRose Sweatshirt,Sweatshirt,21.82
41712,MistyRose Shirt,Shirt,70.41
41713,DimGray Shirt,Shirt,77.06
41714,DarkSalmon Sweatshirt,Sweatshirt,31.83
41715,OldLace Sweatshirt,Sweatshirt,66.63
41716,Snow Shirt,Shirt,22.25
41717,DarkViolet Sweatshirt,Sweatshirt,70.14
41718,DeepPink Shirt,Shirt,21.28
41719,LightSlateGray Sweatshirt,Sweatshirt,64.31
41720,BlanchedAlmond Sweatshirt,Sweatshirt,31.82
41721,MediumAquaMarine Shirt,Shirt,40.79
41722,CornflowerBlue Sweatshirt,Sweatshirt,79.85
41723,Orange Shirt,Shirt,86.15
41724,Cyan Sweatshirt,Sweatshirt,35.62
41725,DarkViolet Shirt,Shirt,30.58
41726,Cyan Shirt,Shirt,70.14
41727,MediumAquaMarine Shirt,Shirt,61.8
41728,Aqua Sweatshirt,Sweatshirt,44.75
41729,MediumTurquoise Sweatshirt,Sweatshirt,27.17
41730,FloralWhite Sweatshirt,Sweatshirt,87.66
41731,LightBlue Sweatshirt,Sweatshirt,88.79
41732,WhiteSmoke Sweatshirt,Sweatshirt,40.26
41733,Beige Sweatshirt,Sweatshirt,48.61
41734,SpringGreen Jacket,Jacket,83.05
41735,FireBrick Sweatshirt,Sweatshirt,82.85
41736,Aqua Jacket,Jacket,98.95
41737,Orchid Shirt,Shirt,35.33
41738,Lime Sweatshirt,Sweatshirt,72.03
41739,LightCyan Shirt,Shirt,35.12
41740,MintCream Shirt,Shirt,68.89
41741,Purple Sweatshirt,Sweatshirt,94.31
41742,MistyRose Sweatshirt,Sweatshirt,48.66
41743,AntiqueWhite Sweatshirt,Sweatshirt,27.0
41744,PowderBlue Sweatshirt,Sweatshirt,73.56
41745,DarkKhaki Sweatshirt,Sweatshirt,29.31
41746,LightPink Shirt,Shirt,65.9
41747,DarkMagenta Sweatshirt,Sweatshirt,69.13
41748,Green Sweatshirt,Sweatshirt,72.62
41749,DodgerBlue Shirt,Shirt,32.47
41750,Lime Shirt,Shirt,93.71
41751,LightSalmon Jacket,Jacket,34.38
41752,BlanchedAlmond Sweatshirt,Sweatshirt,82.62
41753,CornflowerBlue Jacket,Jacket,38.17
41754,White Jacket,Jacket,84.83
41755,YellowGreen Sweatshirt,Sweatshirt,92.18
41756,MediumVioletRed Sweatshirt,Sweatshirt,41.45
41757,Gold Sweatshirt,Sweatshirt,23.75
41758,Peru Sweatshirt,Sweatshirt,69.79
41759,LavenderBlush Sweatshirt,Sweatshirt,96.74
41760,LightSteelBlue Sweatshirt,Sweatshirt,27.34
41761,DarkOliveGreen Sweatshirt,Sweatshirt,81.4
41762,Linen Sweatshirt,Sweatshirt,98.42
41763,MediumPurple Shirt,Shirt,71.01
41764,MistyRose Shirt,Shirt,24.69
41765,Aqua Sweatshirt,Sweatshirt,48.96
41766,MediumPurple Sweatshirt,Sweatshirt,90.44
41767,PaleGoldenRod Sweatshirt,Sweatshirt,44.35
41768,WhiteSmoke Shirt,Shirt,53.51
41769,Crimson Shirt,Shirt,66.12
41770,DarkGray Sweatshirt,Sweatshirt,21.17
41771,DarkSlateBlue Jacket,Jacket,59.21
41772,CornflowerBlue Sweatshirt,Sweatshirt,23.66
41773,MediumBlue Shirt,Shirt,99.13
41774,Ivory Sweatshirt,Sweatshirt,84.81
41775,PapayaWhip Shirt,Shirt,58.97
41776,OldLace Sweatshirt,Sweatshirt,90.17
41777,MintCream Sweatshirt,Sweatshirt,87.3
41778,SaddleBrown Shirt,Shirt,73.41
41779,Cornsilk Sweatshirt,Sweatshirt,43.0
41780,Blue Sweatshirt,Sweatshirt,87.55
41781,BurlyWood Shirt,Shirt,23.04
41782,LightSteelBlue Sweatshirt,Sweatshirt,93.57
41783,Beige Sweatshirt,Sweatshirt,77.48
41784,GhostWhite Sweatshirt,Sweatshirt,42.5
41785,Maroon Sweatshirt,Sweatshirt,75.98
41786,MediumSlateBlue Sweatshirt,Sweatshirt,86.41
41787,YellowGreen Sweatshirt,Sweatshirt,42.0
41788,MintCream Sweatshirt,Sweatshirt,59.47
41789,Moccasin Sweatshirt,Sweatshirt,68.39
41790,DeepPink Sweatshirt,Sweatshirt,26.62
41791,MediumSlateBlue Jacket,Jacket,43.68
41792,Black Sweatshirt,Sweatshirt,47.28
41793,MediumPurple Sweatshirt,Sweatshirt,41.01
41794,DarkOliveGreen Shirt,Shirt,86.26
41795,Yellow Jacket,Jacket,66.66
41796,Chartreuse Shirt,Shirt,62.43
41797,Magenta Sweatshirt,Sweatshirt,88.41
41798,PaleTurquoise Jacket,Jacket,28.76
41799,Violet Shirt,Shirt,84.99
41800,GreenYellow Sweatshirt,Sweatshirt,41.56
41801,SandyBrown Shirt,Shirt,80.81
41802,Yellow Shirt,Shirt,25.98
41803,Plum Shirt,Shirt,70.69
41804,Sienna Sweatshirt,Sweatshirt,76.71
41805,PapayaWhip Shirt,Shirt,60.98
41806,Teal Shirt,Shirt,53.86
41807,LavenderBlush Shirt,Shirt,97.14
41808,LavenderBlush Shirt,Shirt,29.56
41809,HotPink Shirt,Shirt,47.23
41810,Fuchsia Sweatshirt,Sweatshirt,32.21
41811,PeachPuff Sweatshirt,Sweatshirt,75.08
41812,Coral Sweatshirt,Sweatshirt,28.03
41813,LimeGreen Shirt,Shirt,73.74
41814,Cornsilk Sweatshirt,Sweatshirt,53.55
41815,Lavender Jacket,Jacket,70.44
41816,SeaShell Jacket,Jacket,26.8
41817,LightSlateGray Jacket,Jacket,33.38
41818,DarkGoldenRod Shirt,Shirt,65.06
41819,DarkGray Shirt,Shirt,84.75
41820,FloralWhite Jacket,Jacket,66.49
41821,LightPink Jacket,Jacket,98.47
41822,LightGray Sweatshirt,Sweatshirt,95.54
41823,Moccasin Jacket,Jacket,23.93
41824,HotPink Sweatshirt,Sweatshirt,36.37
41825,LimeGreen Shirt,Shirt,49.72
41826,Olive Sweatshirt,Sweatshirt,32.98
41827,Pink Sweatshirt,Sweatshirt,20.56
41828,DarkRed Shirt,Shirt,32.95
41829,CornflowerBlue Sweatshirt,Sweatshirt,59.4
41830,Tan Jacket,Jacket,21.24
41831,BlueViolet Shirt,Shirt,73.26
41832,Chartreuse Shirt,Shirt,50.52
41833,PowderBlue Jacket,Jacket,28.43
41834,MediumSlateBlue Sweatshirt,Sweatshirt,91.75
41835,MediumSlateBlue Sweatshirt,Sweatshirt,50.83
41836,GreenYellow Shirt,Shirt,74.81
41837,Bisque Jacket,Jacket,61.73
41838,SeaShell Sweatshirt,Sweatshirt,87.24
41839,DarkSeaGreen Sweatshirt,Sweatshirt,27.93
41840,FireBrick Sweatshirt,Sweatshirt,48.31
41841,DarkMagenta Jacket,Jacket,36.42
41842,Brown Sweatshirt,Sweatshirt,46.15
41843,DarkSeaGreen Sweatshirt,Sweatshirt,77.93
41844,Yellow Sweatshirt,Sweatshirt,32.74
41845,LightGreen Sweatshirt,Sweatshirt,68.46
41846,Gainsboro Sweatshirt,Sweatshirt,60.38
41847,DarkOrange Shirt,Shirt,62.66
41848,Snow Shirt,Shirt,95.65
41849,RosyBrown Sweatshirt,Sweatshirt,38.47
41850,AliceBlue Sweatshirt,Sweatshirt,39.43
41851,PaleVioletRed Shirt,Shirt,97.96
41852,HoneyDew Sweatshirt,Sweatshirt,61.04
41853,DarkSeaGreen Sweatshirt,Sweatshirt,67.84
41854,Azure Sweatshirt,Sweatshirt,89.91
41855,Aqua Jacket,Jacket,22.95
41856,Azure Shirt,Shirt,47.42
41857,Red Sweatshirt,Sweatshirt,26.86
41858,DarkOrange Shirt,Shirt,78.97
41859,SeaShell Shirt,Shirt,45.94
41860,White Sweatshirt,Sweatshirt,45.78
41861,FireBrick Sweatshirt,Sweatshirt,48.43
41862,SandyBrown Shirt,Shirt,48.6
41863,BlueViolet Shirt,Shirt,49.83
41864,Aquamarine Sweatshirt,Sweatshirt,33.7
41865,MediumSeaGreen Jacket,Jacket,94.27
41866,Gray Sweatshirt,Sweatshirt,30.52
41867,PowderBlue Shirt,Shirt,28.09
41868,Gainsboro Sweatshirt,Sweatshirt,80.16
41869,LightPink Sweatshirt,Sweatshirt,46.88
41870,DarkMagenta Sweatshirt,Sweatshirt,61.4
41871,Indigo Shirt,Shirt,83.73
41872,SandyBrown Jacket,Jacket,65.86
41873,DodgerBlue Sweatshirt,Sweatshirt,56.12
41874,LavenderBlush Jacket,Jacket,32.37
41875,LightSkyBlue Sweatshirt,Sweatshirt,33.64
41876,HotPink Shirt,Shirt,85.19
41877,Brown Sweatshirt,Sweatshirt,52.67
41878,Brown Shirt,Shirt,93.59
41879,Peru Sweatshirt,Sweatshirt,45.66
41880,Wheat Sweatshirt,Sweatshirt,63.36
41881,LightSkyBlue Shirt,Shirt,83.65
41882,PapayaWhip Sweatshirt,Sweatshirt,80.61
41883,Maroon Shirt,Shirt,76.62
41884,Lime Sweatshirt,Sweatshirt,39.72
41885,GoldenRod Sweatshirt,Sweatshirt,34.57
41886,Ivory Jacket,Jacket,45.04
41887,HotPink Sweatshirt,Sweatshirt,64.93
41888,SandyBrown Sweatshirt,Sweatshirt,43.12
41889,HoneyDew Shirt,Shirt,99.17
41890,DodgerBlue Sweatshirt,Sweatshirt,36.02
41891,Fuchsia Shirt,Shirt,60.88
41892,MediumAquaMarine Sweatshirt,Sweatshirt,51.49
41893,Salmon Shirt,Shirt,56.32
41894,Red Shirt,Shirt,81.53
41895,MediumSeaGreen Jacket,Jacket,83.64
41896,Linen Sweatshirt,Sweatshirt,37.72
41897,LightBlue Shirt,Shirt,53.83
41898,Maroon Shirt,Shirt,91.81
41899,LightGreen Shirt,Shirt,85.06
41900,LavenderBlush Jacket,Jacket,51.03
41901,DarkRed Shirt,Shirt,91.72
41902,HotPink Sweatshirt,Sweatshirt,29.57
41903,Black Jacket,Jacket,20.75
41904,BlueViolet Sweatshirt,Sweatshirt,36.02
41905,MediumTurquoise Shirt,Shirt,63.6
41906,White Shirt,Shirt,52.63
41907,MintCream Jacket,Jacket,20.89
41908,Thistle Jacket,Jacket,57.43
41909,MediumSlateBlue Sweatshirt,Sweatshirt,72.07
41910,Aquamarine Sweatshirt,Sweatshirt,53.0
41911,LightSlateGray Shirt,Shirt,69.38
41912,MediumSpringGreen Sweatshirt,Sweatshirt,59.76
41913,IndianRed Sweatshirt,Sweatshirt,32.06
41914,LightBlue Shirt,Shirt,68.54
41915,Aquamarine Sweatshirt,Sweatshirt,29.33
41916,RoyalBlue Sweatshirt,Sweatshirt,57.19
41917,Sienna Shirt,Shirt,65.52
41918,Thistle Shirt,Shirt,67.23
41919,Salmon Jacket,Jacket,35.81
41920,AliceBlue Shirt,Shirt,90.64
41921,PaleVioletRed Sweatshirt,Sweatshirt,21.32
41922,Bisque Sweatshirt,Sweatshirt,57.35
41923,DarkKhaki Sweatshirt,Sweatshirt,51.45
41924,BlueViolet Shirt,Shirt,45.01
41925,DarkOrchid Shirt,Shirt,55.94
41926,AliceBlue Shirt,Shirt,98.24
41927,SkyBlue Sweatshirt,Sweatshirt,86.92
41928,Tomato Sweatshirt,Sweatshirt,43.44
41929,Thistle Jacket,Jacket,67.32
41930,Lime Sweatshirt,Sweatshirt,36.24
41931,Chocolate Shirt,Shirt,25.7
41932,DarkTurquoise Sweatshirt,Sweatshirt,91.19
41933,SaddleBrown Shirt,Shirt,65.31
41934,NavajoWhite Sweatshirt,Sweatshirt,39.2
41935,BlanchedAlmond Jacket,Jacket,81.35
41936,MediumSpringGreen Jacket,Jacket,26.65
41937,Azure Jacket,Jacket,75.63
41938,GoldenRod Shirt,Shirt,32.49
41939,Linen Sweatshirt,Sweatshirt,78.65
41940,BlanchedAlmond Sweatshirt,Sweatshirt,55.3
41941,LimeGreen Sweatshirt,Sweatshirt,33.3
41942,LawnGreen Sweatshirt,Sweatshirt,29.65
41943,GreenYellow Shirt,Shirt,33.88
41944,SeaGreen Jacket,Jacket,25.67
41945,LightGray Sweatshirt,Sweatshirt,45.67
41946,CornflowerBlue Sweatshirt,Sweatshirt,34.8
41947,SeaGreen Shirt,Shirt,31.44
41948,LightSalmon Sweatshirt,Sweatshirt,21.31
41949,Peru Sweatshirt,Sweatshirt,45.66
41950,AntiqueWhite Sweatshirt,Sweatshirt,23.71
41951,MintCream Sweatshirt,Sweatshirt,92.79
41952,MintCream Sweatshirt,Sweatshirt,41.35
41953,FloralWhite Shirt,Shirt,55.14
41954,MediumSlateBlue Jacket,Jacket,51.38
41955,Ivory Sweatshirt,Sweatshirt,50.7
41956,DarkRed Jacket,Jacket,35.07
41957,LightGreen Sweatshirt,Sweatshirt,81.08
41958,Gainsboro Shirt,Shirt,52.69
41959,DarkBlue Shirt,Shirt,78.44
41960,GreenYellow Shirt,Shirt,55.19
41961,DarkMagenta Jacket,Jacket,39.72
41962,Purple Sweatshirt,Sweatshirt,25.7
41963,Coral Jacket,Jacket,20.57
41964,MediumSpringGreen Sweatshirt,Sweatshirt,77.53
41965,LightPink Sweatshirt,Sweatshirt,80.54
41966,SlateGray Shirt,Shirt,78.61
41967,LightGreen Sweatshirt,Sweatshirt,51.61
41968,Cyan Sweatshirt,Sweatshirt,30.2
41969,LightGoldenRodYellow Sweatshirt,Sweatshirt,86.28
41970,Navy Sweatshirt,Sweatshirt,25.78
41971,Chocolate Sweatshirt,Sweatshirt,48.41
41972,SaddleBrown Sweatshirt,Sweatshirt,77.01
41973,MediumPurple Sweatshirt,Sweatshirt,46.17
41974,Fuchsia Shirt,Shirt,54.18
41975,Purple Jacket,Jacket,38.1
41976,Pink Jacket,Jacket,71.74
41977,LightGray Sweatshirt,Sweatshirt,21.02
41978,MistyRose Shirt,Shirt,60.75
41979,RosyBrown Sweatshirt,Sweatshirt,36.62
41980,Snow Shirt,Shirt,88.8
41981,Cornsilk Sweatshirt,Sweatshirt,43.4
41982,SlateBlue Jacket,Jacket,28.38
41983,LightSlateGray Shirt,Shirt,56.72
41984,Magenta Sweatshirt,Sweatshirt,21.56
41985,LightBlue Sweatshirt,Sweatshirt,82.44
41986,DarkMagenta Sweatshirt,Sweatshirt,89.98
41987,Magenta Shirt,Shirt,93.02
41988,Pink Shirt,Shirt,31.5
41989,LightSeaGreen Shirt,Shirt,47.23
41990,Cyan Jacket,Jacket,99.21
41991,BlueViolet Sweatshirt,Sweatshirt,83.52
41992,SkyBlue Sweatshirt,Sweatshirt,45.57
41993,RosyBrown Sweatshirt,Sweatshirt,27.19
41994,SandyBrown Shirt,Shirt,85.81
41995,Yellow Sweatshirt,Sweatshirt,68.66
41996,Aqua Sweatshirt,Sweatshirt,47.78
41997,DarkKhaki Shirt,Shirt,36.93
41998,SandyBrown Jacket,Jacket,67.43
41999,DarkRed Sweatshirt,Sweatshirt,46.61
42000,Gainsboro Sweatshirt,Sweatshirt,94.89
42001,DarkOliveGreen Shirt,Shirt,85.02
42002,Magenta Shirt,Shirt,43.72
42003,LightSlateGray Shirt,Shirt,30.62
42004,MediumPurple Jacket,Jacket,95.0
42005,Plum Sweatshirt,Sweatshirt,78.52
42006,Turquoise Shirt,Shirt,31.85
42007,PaleVioletRed Sweatshirt,Sweatshirt,60.76
42008,LightSeaGreen Sweatshirt,Sweatshirt,51.91
42009,GoldenRod Sweatshirt,Sweatshirt,26.12
42010,Black Jacket,Jacket,26.57
42011,Orchid Shirt,Shirt,42.89
42012,Azure Jacket,Jacket,45.82
42013,LightSalmon Sweatshirt,Sweatshirt,54.17
42014,MediumBlue Sweatshirt,Sweatshirt,90.37
42015,Blue Sweatshirt,Sweatshirt,84.06
42016,Silver Sweatshirt,Sweatshirt,98.59
42017,SeaGreen Shirt,Shirt,27.18
42018,AliceBlue Sweatshirt,Sweatshirt,93.67
42019,GoldenRod Shirt,Shirt,94.22
42020,LightGoldenRodYellow Shirt,Shirt,96.12
42021,SteelBlue Shirt,Shirt,31.88
42022,Cornsilk Shirt,Shirt,73.84
42023,MediumAquaMarine Shirt,Shirt,89.1
42024,AntiqueWhite Jacket,Jacket,78.72
42025,DimGray Shirt,Shirt,45.32
42026,RosyBrown Sweatshirt,Sweatshirt,72.23
42027,Black Jacket,Jacket,61.15
42028,Aqua Sweatshirt,Sweatshirt,75.81
42029,MediumAquaMarine Sweatshirt,Sweatshirt,96.05
42030,CornflowerBlue Sweatshirt,Sweatshirt,75.9
42031,Yellow Sweatshirt,Sweatshirt,85.83
42032,Chartreuse Shirt,Shirt,48.04
42033,DarkBlue Jacket,Jacket,52.59
42034,Bisque Shirt,Shirt,41.19
42035,SeaShell Shirt,Shirt,26.57
42036,Aquamarine Shirt,Shirt,66.6
42037,Bisque Sweatshirt,Sweatshirt,46.83
42038,Bisque Jacket,Jacket,36.67
42039,PapayaWhip Shirt,Shirt,89.73
42040,DarkGoldenRod Sweatshirt,Sweatshirt,41.93
42041,Peru Shirt,Shirt,21.73
42042,HotPink Sweatshirt,Sweatshirt,32.34
42043,PapayaWhip Sweatshirt,Sweatshirt,37.19
42044,MediumSlateBlue Jacket,Jacket,81.94
42045,Maroon Jacket,Jacket,62.2
42046,Orange Sweatshirt,Sweatshirt,40.63
42047,PaleGreen Sweatshirt,Sweatshirt,37.16
42048,Tomato Sweatshirt,Sweatshirt,46.07
42049,DarkBlue Sweatshirt,Sweatshirt,54.64
42050,MediumAquaMarine Sweatshirt,Sweatshirt,87.97
42051,PeachPuff Sweatshirt,Sweatshirt,87.06
42052,SlateGray Sweatshirt,Sweatshirt,85.64
42053,IndianRed Shirt,Shirt,39.23
42054,Navy Sweatshirt,Sweatshirt,45.2
42055,LightSalmon Sweatshirt,Sweatshirt,59.14
42056,SaddleBrown Sweatshirt,Sweatshirt,67.83
42057,LightGoldenRodYellow Shirt,Shirt,80.61
42058,DimGray Sweatshirt,Sweatshirt,62.41
42059,Red Sweatshirt,Sweatshirt,73.82
42060,MidnightBlue Shirt,Shirt,40.81
42061,Moccasin Jacket,Jacket,99.79
42062,MediumPurple Sweatshirt,Sweatshirt,66.06
42063,Orange Sweatshirt,Sweatshirt,26.31
42064,DarkOrange Sweatshirt,Sweatshirt,70.15
42065,LemonChiffon Shirt,Shirt,71.74
42066,Teal Sweatshirt,Sweatshirt,43.88
42067,Wheat Jacket,Jacket,85.3
42068,SlateBlue Shirt,Shirt,74.55
42069,Thistle Sweatshirt,Sweatshirt,52.98
42070,Red Sweatshirt,Sweatshirt,84.94
42071,DimGray Shirt,Shirt,39.36
42072,PowderBlue Sweatshirt,Sweatshirt,69.23
42073,Magenta Jacket,Jacket,71.7
42074,LimeGreen Sweatshirt,Sweatshirt,57.11
42075,MintCream Jacket,Jacket,26.41
42076,LightCyan Jacket,Jacket,55.24
42077,Purple Shirt,Shirt,89.17
42078,LightBlue Shirt,Shirt,85.97
42079,Tomato Sweatshirt,Sweatshirt,51.73
42080,Pink Jacket,Jacket,91.92
42081,Red Shirt,Shirt,49.58
42082,OldLace Sweatshirt,Sweatshirt,72.22
42083,Orange Shirt,Shirt,66.72
42084,Azure Sweatshirt,Sweatshirt,37.72
42085,SlateGray Jacket,Jacket,50.14
42086,DarkOrange Sweatshirt,Sweatshirt,54.76
42087,MediumPurple Jacket,Jacket,53.85
42088,PaleTurquoise Jacket,Jacket,60.64
42089,Gray Sweatshirt,Sweatshirt,51.49
42090,Violet Sweatshirt,Sweatshirt,87.26
42091,Bisque Jacket,Jacket,87.46
42092,Cyan Shirt,Shirt,56.37
42093,OrangeRed Sweatshirt,Sweatshirt,42.71
42094,Beige Shirt,Shirt,93.58
42095,GoldenRod Sweatshirt,Sweatshirt,84.11
42096,DarkSlateBlue Shirt,Shirt,92.24
42097,Green Jacket,Jacket,72.0
42098,White Jacket,Jacket,85.15
42099,Magenta Shirt,Shirt,72.36
42100,YellowGreen Shirt,Shirt,88.88
42101,LightCyan Sweatshirt,Sweatshirt,41.07
42102,DarkBlue Shirt,Shirt,60.42
42103,Orchid Shirt,Shirt,63.4
42104,Peru Sweatshirt,Sweatshirt,34.49
42105,PaleGoldenRod Shirt,Shirt,64.48
42106,Chocolate Shirt,Shirt,57.47
42107,Orchid Shirt,Shirt,81.71
42108,Purple Sweatshirt,Sweatshirt,34.54
42109,Khaki Sweatshirt,Sweatshirt,87.66
